Strymon bubastus
Strymon cestri
Strymon cestri
Strymon megarus
Strymon megarus
Strymon mulucha
Strymon mulucha
Strymon sp.
Strymon sp.
Symbiopsis tanais
Symbiopsis tanias
Synapte malitiosa
Synapte malitiosa
Taygetis asterie
Taygetis chrysogone
Taygetis kerea
Taygetis laches
Taygetis rufomarginata
Taygetis sp.
Taygetis sylvia
Taygetis thamyra
Taygetis virgilia
Tegosa anieta
Telemiades sp.
Telenassa delphia
Telles arcalaus
Temenis laothoe
Temenis laothoe
Thecla sp.
Theope virgilius
Theritas paupera
Thessia athesis
Thessia athesis
Thisbe irenea
Thisbe lycorias
Thyridia psidii
Timochares trifasciata
Timochreon doria
Timochreon satyrus
Tithorea harmonia
Tmolus echion
Tmolus echion
Urania fulgens
Urbanus chalco
Urbanus dorantes
Urbanus dorantes
Urbanus esmeraldus
Urbanus esmeraldus
Urbanus esta
Urbanus eurycles
Urbanus proteus
Urbanus proteus
Urbanus simplicius
Urbanus simplicius
Urbanus sp.
Urbanus sp.
Urbanus tanna
Urbanus tanna
Vanessa myrinna
Vanessa myrinna
Vanessa myrinna
Vanessa sp.
Vanessa sp.
Vanessa sp.
Vanessa virginiensis
Vanessa virginiensis
Vettius coryna
Vettius diversa
Vettius sp.
Vettius sp.
Vettius tertianus
Wahydra sp.
Xanthyris flaveolata
Xenophanes tryxus
Xenophanes tryxus
Yphthimoides argyrospila
Yphthimoides austera
Yphthimoides renata
Yphthimoides sp.
Yphthimoides yphthima
Yphtimoides yphtima
Zaretis ellops
Zerene cesonia
Zerene cesonia
Ziegleria ceromia
Ziegleria ceromia
Ziegleria hesperitis
Ziegleria hesperitis
Zizula cina
Zizula cina
Zopyrion satyrina
